source,title,description,url,image_url,published_at,content,full_text,author,source_name
newsapi,La nueva identidad visual de Honda rescata las raíces de la marca para liderar la era del coche eléctrico,"Honda ha decidido marcar el inicio de una etapa crucial mediante la renovación de su emblemática ""H"", un símbolo que ha acompañado a conductores de todo el planeta durante décadas. Este movimiento no es una simple actualización superficial, sino una declaraci…",https://www.puromarketing.com/146/216597/nueva-identidad-visual-honda-rescata-raices-marca-para-liderar-coche-electrico,https://www.puromarketing.com/uploads/img/contents/2026/jy43GVEPsriuzHYwgclZ/jy43GVEPsriuzHYwgclZ_post_imagen_prev.jpg,2026-01-14T08:45:14Z,"Honda ha decidido marcar el inicio de una etapa crucial mediante la renovación de su emblemática ""H"", un símbolo que ha acompañado a conductores de todo el planeta durante décadas. Este movimiento no… [+2823 chars]","PorRedacción- 14 Enero 2026 Honda ha decidido marcar el inicio de una etapa crucial mediante la renovación de su emblemática ""H"", un símbolo que ha acompañado a conductores de todo el planeta durante décadas. Este movimiento no es una simple actualización superficial, sino una declaración de intenciones que busca conectar los orígenes fundacionales de la compañía con las exigencias de la movilidad contemporánea, especialmente en lo que respecta a la electrificación y la digitalización de la experiencia de conducción. La nueva insignia, que carece del marco exterior que caracterizaba al diseño anterior, apuesta por una sencillez minimalista que evoca directamente la pureza de las ideas y la libertad de movimiento. El diseño que se implementará de forma progresiva a partir de 2027 recupera la esencia del primer logotipo automotriz de la firma presentado en 1963. Aquel emblema original ya mostraba una parte superior más ancha que la base, una estructura que ahora se reinterpreta con líneas más finas y estilizadas. Según los responsables de la marca, esta disposición visual simboliza dos manos extendidas hacia el futuro, representando el compromiso de la empresa por ampliar las posibilidades de movilidad y atender con cercanía las necesidades de sus usuarios. Al eliminar los bordes, la letra parece expandirse, transmitiendo una sensación de apertura y flexibilidad que encaja con la nueva era de vehículos inteligentes y sostenibles que la marca denomina Serie 0. Esta renovación no se limitará exclusivamente al frontal de los nuevos modelos eléctricos e híbridos de próxima generación. La estrategia de identidad corporativa contempla una integración total que alcanzará los puntos de venta, las comunicaciones oficiales y las actividades en el ámbito de la competición. Al unificar esta imagen en todos los puntos de contacto con el cliente, se busca construir una narrativa coherente donde la tradición y la innovación convivan sin fricciones. Mientras que los modelos con motor de combustión mantendrán el logo clásico del ala o la ""H"" tradicional en ciertos mercados, los nuevos desarrollos tecnológicos portarán esta nueva insignia como un estandarte de vanguardia, marcando una distinción clara entre el legado mecánico y la sofisticación eléctrica. La decisión de mirar al pasado para proyectarse hacia el mañana demuestra una madurez institucional que valora su propia historia. Al rescatar un concepto de hace más de sesenta años, Honda no solo apela a la nostalgia de sus seguidores más fieles, sino que refuerza su identidad frente a una industria que atraviesa cambios estructurales profundos. La nueva imagen es el rostro visible de una transformación interna que prioriza la eficiencia, la sostenibilidad y la creación de un valor añadido que vaya más allá del transporte convencional. Se trata de un viaje de retorno a las raíces para tomar impulso hacia un horizonte donde la tecnología se humaniza y el diseño se convierte en el lenguaje universal de una marca que sigue soñando con nuevas formas de libertad.",,Puromarketing.com
newsapi,El Corte Inglés finaliza los Happy Days en su outlet con una liquidación de hasta el 70% de descuento en zapatillas Under Armour,"Si con el nuevo año hemos decidido retomar el ejercicio pero no contamos con calzado adecuado, el outlet de El Corte Inglés nos lo pone fácil con su nueva campaña. En esta ocasión, cuenta con un nuevo catálogo de zapatillas Under Armour que nos permitirá volv…",https://www.compradiccion.com/deportes-zapatillas-running-ropa/corte-ingles-finaliza-happy-days-su-outlet-liquidacion-70-descuento-zapatillas-under-armour,https://i.blogs.es/4f76b3/primeriti1/840_560.jpeg,2026-01-14T08:30:59Z,"Si con el nuevo año hemos decidido retomar el ejercicio pero no contamos con calzado adecuado, el outlet de El Corte Inglés nos lo pone fácil con su nueva campaña. En esta ocasión, cuenta con un nuev… [+3171 chars]","Laura Jiménez Laura Jiménez Si con el nuevo año hemos decidido retomar el ejercicio pero no contamos con calzado adecuado,el outlet de El Corte Inglésnos lo pone fácil con su nueva campaña. En esta ocasión, cuenta con un nuevo catálogo dezapatillas Under Armourque nos permitirá volver a activarnos con comodidad y sin gastar un dineral. Hasta las 23:59 de esta misma noche (14 de enero)Primeritifinaliza su promoción de los Happy Days. En ella podemos encontrar moda, calzado, hogar, complementos y mucho más con geniales descuentos para ahorrar en nuestras compras. Además, conseguiremos un10% de descuento adicionalsi superamos los 50 euros de compra. Esta selección de zapatillas Under Armour te puede interesar: Under Armour Zapatillas de baloncesto de hombre CURRY 12 DUB NATION Unas zapatillas idealespara amantes del baloncestoque están rebajadas a un precio de59 euros(en lugar de 149,99 euros). Están recubiertas por malla transpirable, llevan suela de goma, cuentan con cuello acolchado para mayor confort, incorporan clip trasero que facilita el calce y cierre de cordones clásico. En tallas 40 a 48. Under Armour Zapatillas casual de hombre UA Phantom 4 Para salir a caminar a diario, estas zapatillas pueden ser una excelente opción por solo51 euros(en lugar de 129,99 euros). Están confeccionadas en malla transpirable que ayuda a ventilar los pies, llevan puntera reforzada para mayor protección, cuentan con suela de goma y llevan clip trasero para facilitar el calce. Disponibles en tallas 40, 45 y 46. Under Armour Zapatillas de baloncesto de hombre CURRY 6 FloTro",Laura Jiménez,Compradiccion.com
newsapi,"Parece un Range Rover, pero este enorme 4x4 es obra de Volkswagen y estrena el motor que podría cambiarlo todo en Europa","Toma buena nota de lo último de Volkswagen porque, si pensabas que la marca no era capaz de fabricar un 4x4 más grande que el Touareg, estabas muy equivocado. Sin embargo lo más interesante de este nuevo SUV de Volkswagen no es su diseño o planteamiento, sino…",https://www.diariomotor.com/noticia/volkswagen-id-era-9x/,https://www.diariomotor.com/imagenes/2026/01/volkswagen-id-era-9x-2026-06-69669075b99e3.jpg?class=XL,2026-01-14T08:30:17Z,"Toma buena nota de lo último de Volkswagen porque, si pensabas que la marca no era capaz de fabricar un 4×4 más grande que el Touareg, estabas muy equivocado. Sin embargo lo más interesante de este n… [+2388 chars]","Toma buena nota de lo último de Volkswagen porque, si pensabas que la marca no era capaz de fabricar un 4×4 más grande que elTouareg, estabas muy equivocado. Sin embargo lo más interesante de este nuevo SUV de Volkswagen no es su diseño o planteamiento, sino el revolucionario motor que va a usar,una mecánica que esperamos con muchas ganas en Europa y que podría cambiar radicalmente el panorama automovilístico. El primer coche eléctrico de autonomía extendida fabricado por Volkswagen es ya una realidad. Tras constantes rumores sobre el acercamiento del fabricante alemán a este concepto, la firma de Wolfsburgo ha dado el paso definitivo para sumarse a esta tecnología que está llamada a ser la mejor fórmula para electrificar el automóvil. El coche en cuestión se trata deun enorme todoterreno nunca antes visto en la gama de Volkswagen. Hablamos de un desarrollo conjunto entre Volkswagen y el fabricante chino SAIC, puesel nuevo ID. ERA 9X es un coche diseñado para su comercialización exclusiva en China. Su tamaño es enorme,5,21 metros de longitudy 3,1 metros de batalla, que lo convierten en un lujoso palacio rodante para poder llevar en su interior a 6 personas.  Pero como decíamos en un principio, más allá del diseño exterior de este coche o sus dimensiones, lo más importante de este nuevo ID. de Volkswagen está en su sistema de propulsión. Estamos ante una configuración dondela propulsión es eléctrica mediante uno o dos motores eléctricos, consiguiendo así disfrutar de tracción total, unapotencia máxima de hasta 510 CVy disponiendo de una batería de 51,1 o 65,2 kWh para poder hacerhasta 400 Km en modo 100% eléctrico. Y aunque esta batería podrá ser recargada mediante la conexión a un enchufe, Volkswagen ha decidido instalar unmotor 1.5 TSI que sólo funciona como generador eléctrico. Esto quiere decir que el propulsor gasolina únicamente trabaja para alimentar los motores eléctricos y recargar la batería cuando esta ya no cuenta con energía, eliminado así la necesidad de buscar enchufes para continuar con nuestro viaje.  Según ha comunicado Volkswagen,la autonomía combinada del Volkswagen ID. ERA 9X será superior a los 900 Kmbajo el ciclo de homologación CLTC, lo que en circustancias reales debería suponer alrededor de 750 Km. Con este nuevo modelo exclusivo para China y el desarrollo de la plataforma Scout para Estados Unidos, queda claro queel grupo Volkswagen está decidido a impulsar el eléctrico de autonomía extendida dentro de su gama, quedando únicamente por conocer cuándo veremos llegar esta tecnología al mercado europeo. David Clavero comenzó a trabajar en Diariomotor en agosto de 2011, iniciando así una trayectoria que le ha permitido profesionalizar sus dos grandes pasiones, que son el automovilismo y la tecnología en todas y cada una de sus facetas.Seguir leyendo...",David Clavero,Diariomotor.com
newsapi,"Dos viejas plataformas de perforación, tanques oxidados y 'canibalismo' industrial: el chavismo dilapida la mayor fuente de petróleo del mundo en pocos años","Venezuela llegó a producir más de 3 millones de barriles de crudo por día en sus mejores tiempos. La industria petrolera del país fue considera una de las más punteras. Todo era perfecto, el país con más petróleo del mundo (unas reservas de más de 300.000 mil…",https://www.eleconomista.es/energia/noticias/13726176/01/26/dos-viejas-plataformas-de-perforacion-tanques-oxidados-y-canibalismo-industrial-el-chavismo-dilapida-la-mayor-fuente-de-petroleo-del-mundo-en-pocos-anos.html,https://s03.s3c.es/imag/_v0/1200x675/e/6/1/pdvsa-petroleo.jpg,2026-01-14T08:27:13Z,"Venezuela llegó a producir más de 3 millones de barriles de crudo por día en sus mejores tiempos. La industria petrolera del país fue considera una de las más punteras. Todo era perfecto, el país con… [+8379 chars]",Texto no disponible,elEconomista.es,Eleconomista.es
newsapi,"Jorge Morales, experto en energía, avisa del peor error que todos cometemos en casa con los radiadores y da la alternativa perfecta","<![CDATA[<p>Pleno invierno, frío en las calles, en las casas las calefacciones tienen que funcionar a pleno rendimiento y la ropa, ¡ay la ropa!, tarda siglos en secarse. ¿La solución rápida que eligen muchos? Colocarla encima de los radiadores.]]>",https://www.huffingtonpost.es/virales/jorge-morales-experto-energia-avisa-peor-error-todos-cometemos-casa-radiadores-da-alternativa-perfecta-f202601.html,https://img2.huffingtonpost.es/files/og_thumbnail/uploads/2026/01/14/una-persona-comprobando-si-el-radiador-calienta.jpeg,2026-01-14T08:21:12Z,"Pleno invierno, frío en las calles, en las casas las calefacciones tienen que funcionar a pleno rendimiento y la ropa, ¡ay la ropa!, tarda siglos en secarse. ¿La solución rápida que eligen muchos? Co… [+3027 chars]","Pleno invierno, frío en las calles, en las casas las calefacciones tienen que funcionar a pleno rendimiento y la ropa, ¡ay la ropa!,tarda siglos en secarse. ¿La solución rápida que eligen muchos?Colocarla encima de los radiadores. Pero es un error. La empresa especializada Naturgy, por ejemplo, señala que, efectivamente, las prendas que colocas encima del radiador se acaban secando, pero advierte de que ""la eficiencia energética de tu calefacción se reduce y eso acaba repercutiendo en la factura"". Jorge Morales,ingeniero industrial que trabaja en el sector eléctrico español y experto en energía,va más allá y ha asegurado que colocar la ropa sobre los radiadores es directamente""lo peor del mundo mundial"". ""Yo tuve una asignatura en la carrera ya hace años, ya peino muchas canas, en la quenos ensañaban a diseñar las aletas de los radiadores solamente. En ingeniería industrial. Era una asignatura de esto"", empieza avisando en una entrevista en la Cope. ""Entonces, claro, nosotros rompiéndonos la cabeza en cómo hay que diseñar el radiador para que luego vengáis y me pongáis la ropa encima. Es que echáis por tierra toda la tecnología.Eso no puede ser"", subraya. Morales admite que entiende ""perfectamente"" que se haga, pero da algunas alternativas mejores: ""Cómo no lo voy a comprender, dónde hay que tender y dónde hay que secar la ropa. Pero lo que hay son accesorios. Hay uno que es muy sencillo.Que es poner una silla enfrente.Te pones una silla enfrente y colocas la ropa, pero no tapes el radiador"". ""Este es el de toda la vida, el que tenía mi abuela, y el más fácil"", destaca antes de dar otra alternativa: ""Pero es que ahora, además,puedes comprar muy fácilmente y son muy baratos, menos de 10 euros, una especie de perchasque se adosa al radiador y lo que haces es que tiendas directamente en esas perchas. El enganche de la percha quita algo de eficiencia, pero muy poquita. Nada que ver en comparación con tapar completamente el radiador, que eso es un desastre"". Naturgy también da diversas opciones en ese sentido, para poder secar la ropa sin ponerla directamente en el radiador. También da consejos para evitar olor a humedad que muchas veces se queda impregnado en los tejidos: ",Rodrigo Carretero,Huffingtonpost.es
newsapi,"Revoluciona tu experiencia auditiva con los auriculares inalámbricos HUAWEI FreeArc: ideales para el deporte, a casi la mitad de precio","Ya sea que estés en el gimnasio o entrenando al aire libre para mantenerte en forma, tener la música adecuada de fondo puede transformar tu forma de hacer ejercicio. Además de la música, también es importante elegir los auriculares adecuados. Deben ser cómodo…",https://www.abc.es/favorito/revoluciona-experiencia-auditiva-auriculares-inalambricos-huawei-freearc-vzc-20260114090821-nt.html,https://s3.abcstatics.com/abc/www/multimedia/favorito/2026/01/14/huawei-freearc-selling-point1-U07043454403VNv-1024x512@diario_abc.jpg,2026-01-14T08:08:49Z,"Ya sea que estés en el gimnasio o entrenando al aire libre para mantenerte en forma, tener la música adecuada de fondo puede transformar tu forma de hacer ejercicio. Además de la música, también es i… [+1979 chars]","En esta sección los redactores de ABC Favorito analizan y recomiendan de manera independiente productos o servicios para ayudarte en la decisión de compra. Cuando compras a través de alguno de nuestros enlaces, ABC recibe una comisión de sus partners. Álvaro Vázquez Chimeno Esta funcionalidad es sólo para registrados Esta funcionalidad es sólo para registrados Esta funcionalidad es sólo para suscriptores Ya sea que estés en el gimnasio o entrenando al aire libre para mantenerte en forma, tener la música adecuada de fondo puede transformar tu forma de hacer ejercicio. Además de la música, también es importante elegir los auriculares adecuados. Deben ser cómodos, duraderos y...que se mantengan seguros en el oído. Un modelo que encarna todas estas características son losHUAWEI FreeArc, con un diseño vanguardista y un precio aún más asequible en Amazon. ¿Sabías quehasta el 31 de enero puedes ahorrar un 45%? La característica distintiva de los HUAWEI FreeArc es suforma «C-Bridge», diseñada paraajustarse perfectamente al canal auditivo y ofrecer estabilidad y comodidad, incluso durante la actividad física intensa. El diseño de oído abierto no cierra el canal auditivo, sino que lo deja abierto, descansándose suavemente sobre la oreja para ofrecerte una excelente experiencia de audio mientras te mantienes en contacto con tu entorno. Lasolución ideal para quienes practican deportes al aire libre o caminan por la ciudad, ya que te permiten escuchar el tráfico u otros sonidos importantes. Fabricados conmateriales ligeros y flexibles, estos auriculares no te cansarán ni siquiera después de horas de uso. Además, los controladores de audio incluidos utilizantecnología acústica que dirige el sonido directamente al canal auditivopara minimizar la dispersión y garantizar un audio directo, claro y profundo. Patrocinada Los auriculares también incorporan unsistema multimicrófono con algoritmos que aísla tu voz del ruido de fondo, lo que facilita la comprensión de cada llamada en cualquier situación. También disponen de una batería de larga duración para quienes prefieren una mayor duración. Disfrutarás de hasta7 horas de escuchacon una sola carga y hasta 28 horas con el estuche. Por último, la resistencia IP57 garantiza suuso incluso bajo la lluviao sudando profusamente.",(abc),Www.abc.es
newsapi,La ciencia lo avala: las abejas son capaces de distinguir los rostros humanos,"Las abejas son uno de los insectos más estudiados por la ciencia y también de los más fascinantes en cuanto a las capacidades que tienen. Se ha demostrado que son claves en la polinización y el mantenimiento de la biodiversidad. Lo que no se sabía, es que tam…",https://www.mundodeportivo.com/tressesenta/20260114/1002601110/suena-raro-ciencia-avala-abejas-son-capaces-distinguir-recordar-rostros-humanos-hst-smd.html,https://www.mundodeportivo.com/files/og_thumbnail/uploads/2024/08/20/66c4d6db3ad0b.jpeg,2026-01-14T08:08:37Z,Las abejas son uno de los insectos más estudiados por la ciencia y también de los más fascinantes en cuanto a las capacidades que tienen. Se ha demostrado que son claves en la polinización y el mante… [+2787 chars],"Pol Rodríguez Lasabejasson uno de los insectos más estudiados por la ciencia y también de los más fascinantes en cuanto a las capacidades que tienen. Se ha demostrado que son claves en lapolinizacióny el mantenimiento de la biodiversidad. Lo que no se sabía, es que también tienencapacidades cognitivasmucho más desarrolladas de lo pensado. En este sentido, investigadores de laUniversidad de Queensland, en Australia, han publicado un estudio que demuestra como las abejas son capaces dereconocer, distinguir e incluso recordarrostros de los seres humanos. Para llegar a esta conclusión, los científicos desarrollaron unexperimentoque consistía en determinar hasta donde llegan las capacidades cognitivas de las abejas. Para ello, usaronfotografías de personasyrecompensaron a las abejas con un producto azucaradocada vez que se posaban encima de una de las imágenes seleccionadas. Las abejas tienen capacidades cognitivas más desarrolladas de lo pensado. Hasta ahora, el hecho de reconocer rasgos faciales era unacapacidad asociada a los seres humanos y a algunos primates. Lo más inesperado de este experimento es que las abejas no solo lograron distinguir los diferentes rostros, sino que también podían recordarlos. Los científicos explican que son capaces de esto porque tienen la habilidad deprocesar visualmentelo que ven, a pesar de su diminuto cerebro. Para hacerse una idea, elcerebro de una abeja tiene el tamaño de una semilla de sésamoycontiene un millón de neuronas aproximadamente.Suena a gran cifra, pero es minúscula comparada con las86.000 millones de neuronasque tiene el cerebro humano. Los investigadores han logrado entender que las abejas tienen la habilidad de realizar tareas mucho más complejas de lo pensado. Por ejemplo, son capaces denavegar a varios kilómetros y comunicarse mediante danzas.Ahora, también se puede sumar a la lista elreconocimiento facial. Para llevar a cabo este reconocimiento, los científicos explicaron que las abejas usanpatrones globalespara memorizar y distinguir los rostros, lo que les facilita la identificación. Con todo, la investigación ha suscitado elinterés de expertos en inteligencia artificialporque han visto una oportunidad de seguirdesarrollando las tecnologías de reconocimiento facial,con el objetivo que crear algoritmos más rápidos y eficientes. Los expertos ya consideran que, si se consigue desarrollar todo esto, las aplicaciones que tendría para la tecnología podrían ayudar amejorar la programación de sistemas que procesan una gran cantidad de información visual.",Pol Rodríguez Garcia,Mundodeportivo.com
newsapi,Bruselas se consolida como capital mundial del motor con el Salón 2026,"Con una previsión de más de 300.000 visitantes y un número récord de marcas presentes, el Brussels Motor Show se consolida como el mayor evento público bajo techo de Bélgica. Bajo el lema «Find your drive!», la edición de este recién iniciado año 2026 marca e…",https://www.abc.es/motor/economia/bruselas-consolida-capital-mundial-motor-salon-2026-20260114090800-nt.html,https://s1.abcstatics.com/abc/www/multimedia/motor/2026/01/14/salon3-U71840135232zKc-1024x512@diario_abc.jpg,2026-01-14T08:08:00Z,"Con una previsión de más de 300.000 visitantes y un número récord de marcas presentes, el Brussels Motor Show se consolida como el mayor evento público bajo techo de Bélgica. Bajo el lema «Find your … [+5963 chars]","A. Noguerol Bruselas Esta funcionalidad es sólo para registrados Esta funcionalidad es sólo para suscriptores Con una previsión de más de 300.000 visitantes y un número récord de marcas presentes, el Brussels Motor Show se consolida como el mayor evento público bajo techo de Bélgica. Bajo el lema «Find your drive!», la edición de este recién iniciado año 2026...marca el regreso de las motocicletasy refuerza su prestigio internacional al acoger estrenos mundiales y la elección del «Coche del Año». Para su 102ª edición, el Salón del Automóvil de Bruselas ha apostado por la espectacularidad con 60.000 m² de exposición, más de 100 expositores y un récord absoluto de 67 marcas de coches y vehículos comerciales. Frank Van Gool, director general de FEBIAC explica que «el espacio disponible se agotó en tiempo récord. El Salón vuelve a ser el punto de encuentro ineludible de un sector que representa el 2,6% del PIB de nuestro país». El público,que acudió en masa en 2025(307.363 visitantes), encuentra este año una oferta que incluye un total de 435 coches y 310 motos. Entre ellos11 estrenos mundiales y 16 estrenos europeos. El Mercedes-Benz CLA deslumbra a la prensa europea y se alza con el prestigioso galardón Coche del Año 2026 tras una votación muy competitiva Más allá del espectáculo, el Salón tiene una vocación pedagógica. Ante la rápida electrificación del mercado y las dudas de los compradores particulares sobre las motorizaciones híbridas o térmicas, el evento ofrece una plataforma que los organizadores consideran ideal para comparar tecnologías y costes.El eslogan «FIND YOUR DRIVE!»resume esta misión al permitir que cada visitante encuentre la solución de movilidad adaptada a sus necesidades y presupuesto, en un contexto fiscal y político en constante evolución. Con periodistas procedentes de 38 países diferentes, Bruselas confirma su peso estratégico en la industria mundial.Prueba de este prestigioes que, por tercera vez, el salón es el escenario de la proclamación del galardón internacional «Car of the Year» (Coche del Año en Europa).",(abc),Www.abc.es
newsapi,Mi experiencia con el monitor ‘gaming’ AOC U32G4U tras tres semanas de uso,"Estas son las impresiones que me ha dejado mi experiencia con el monitor 'gaming' AOC U32G4U tras tres semanas de uso como monitor principal para jugar, trabajar y ver contenido.",https://www.tuexperto.com/2026/01/14/aoc-u32g4u-review-analisis-opinion-caracteristicas-especificaciones-precio-monitor-gaming/,https://www.tuexperto.com/wp-content/uploads/2026/01/monitor-aoc-u32g4u-7.jpg,2026-01-14T08:00:00Z,"Sentarse frente a un escritorio y encender un monitor de grandes dimensiones cambia por completo la percepción de cualquier tarea digital, ya sea trabajar con hojas de Excel, ver vídeos en streaming … [+10049 chars]","Publicado porDavid Readman|14 enero 2026|Análisis,Ordenadores|0 Sentarse frente a un escritorio y encender un monitor de grandes dimensiones cambia por completo la percepción de cualquier tarea digital, ya sea trabajar con hojas de Excel, ver vídeos enstreamingo echar una partida competitiva. Tras mi experiencia con el monitorgamingAOC U32G4U he podido comprobar de primera mano cómo se comporta en situaciones reales y variadas. ¿Cumple con las expectativas este monitor de la línea para jugadores de AOC? Este monitor de AOC ya está disponible a la venta en España, y tiene un precio de venta de 500 euros, aunque es posible encontrarlo ligeramente rebajado en tiendas de terceros. El U32G4U cuenta, como su nombre indica, con una pantalla con diagonal de 32 pulgadas (31,5 concretamente) y tecnologías avanzadas para usuarios que buscan un equilibrio entre definición y velocidad. El aspecto exterior del monitor ACO U32G4U sigue una línea funcional y discreta, utilizando una combinación de colores negro y rojo en la parte trasera que le confiere un aspecto propio de los productos para jugadores sin resultar excesivo. El panel cuenta con un diseño sin marcos en tres de sus lados, lo que permite aprovechar mejor la superficie de visión y facilita la colocación de una segunda pantalla al lado sin que el borde suponga una interrupción molesta. La superficie tiene un tratamiento antibrillo que ayuda a reducir los reflejos molestos cuando hay ventanas o lámparas cerca del escritorio, algo que suma para los usuarios que están en habitaciones u oficinas muy iluminadas durante el día. Uno de los puntos que más he valorado de este monitor es su soporte ergonómico. Se puede ajustar la altura del monitor en un rango de 130 milímetros, lo cual es fundamental para mantener una postura saludable en el cuello independientemente de la altura. Además de este aspecto, el soporte permite inclinar la pantalla hacia adelante o hacia atrás, girarla lateralmente e incluso pivotarla 90 grados para ponerla en posición vertical. Esta flexibilidad es útil si, además de jugar, necesitas leer documentos largos o programar código en un formato que aproveche mejor el espacio vertical. Lo más llamativo del AOC U32G4U es su capacidad para funcionar en dos modos de visualización distintos, una función denominada Dual Frame Mode. Por un defecto, el monitor trabaja en resolución Ultra HD o 4K, que equivale a 3.840 x 2.160 píxeles. En esta configuración, la fluidez alcanza los 160 Hz, lo cual es más que suficiente para ver imágenes muy nítidas en juegos de aventuras o al editar contenido multimedia. La densidad de píxeles es de 139,87 por pulgada, lo que significa que el texto y los iconos se ven muy definidos, sin bordes dentados. Sin embargo, el monitor también permite cambiar a una resolución Full HD de 1.920 x 1.080 píxeles para alcanzar una tasa de refresco aún más elevada de 320 Hz. He probado esta opción en juegos de disparos rápidos como elOverwatch 2y la diferencia en la suavidad de los movimientos es notable. Es como tener dos monitores diferentes en el mismo chasis: uno diseñado para apreciar los paisajes y los detalles más pequeños, y otro enfocado totalmente en la velocidad necesaria para la competición. El tamaño de 31,5 pulgadas u 80 centímetros de diagonal, hace que ambas experiencias sean envolventes. La calidad de la imagen viene determinada por el uso de un panel IPS, una tecnología que busca combinar buenos ángulos de visión con una respuesta rápida. Los ángulos son de 178 grados tanto en horizontal como en vertical, por lo que los colores no se lavan ni cambian si te mueves ligeramente de la silla. En cuanto a la representación del color, el dispositivo cubre el 95% del espacio DCI-P3 y el 99% del espectro sRGB, lo que se traduce en colores fieles a la realidad y una paleta muy amplia de tonos, aunque para editores de fotografía o profesionales de la imagen puede quedarse algo corto. El monitor cuenta con la certificación VESA DisplayHDR 400. Esto significa que puede alcanzar picos de brillo de 450 nits, mejorando el contraste entre las zonas más oscuras y las más iluminadas de la escena. Aunque no es el nivel más alto de HDR del mercado, sí es suficiente para notar una mejoría en la profundidad de las imágenes en películas y juegos compatibles. La pantalla es capaz de mostrar más de 1.000 millones de colores, lo que evita que se vean bandas o saltos bruscos en los degradados de color, como un cielo al atardecer. En el uso diario para ocio, la velocidad a la que los píxeles cambian de color es fundamental para evitar el efecto de estela o desenfoque. Este modelo ofrece un tiempo de respuesta de u milisegundo de gris a gris. Además, dispone de una función llamada MPRT que reduce el tiempo de respuesta de la imagen en movimiento hasta los 0,5 milisegundos mediante el control de la retroiluminación. Esto hace que, en giros rápidos de cámara, los objetos mantengan su nitidez y no aparezcan sombras fantasma detrás de ellos.",David Readman,Tuexperto.com
newsapi,"Adiós Labubu: así es Mirumi, el robot compañía presentado en Las Vegas que las influencers llevan en el bolso",Mirumi es el nuevo robot compañía presentado en el CES de Las Vegas que reemplaza a los Labubu: reacciona al sonido y al tacto y ya es tendencia entre influencers.,https://www.lanacion.com.ar/estados-unidos/adios-labubu-asi-es-mirumi-el-robot-compania-presentado-en-las-vegas-que-las-influencers-llevan-en-nid14012026/,https://resizer.glanacion.com/resizer/v2/los-munecos-mirumi-son-los-nuevos-accesorios-para-J7JEWJ24ANGHTDQLHMLUG7TQ3A.jpg?auth=882850754d33e312894b3a2da19b11640f07fe0f448e45e31f0cb57353c58f08&width=1200&quality=70&smart=false&height=800,2026-01-14T07:59:00Z,"La moda de llevar accesorios en bolsos y mochilas tuvo como principal protagonista en 2025 a los muñecos Labubu, pero este año una nueva alternativa podría robarse ese puesto. Los Mirumi, diseñados p… [+2192 chars]","La moda de llevar accesorios en bolsos y mochilas tuvo como principal protagonista en 2025 alos muñecos Labubu, pero este año una nueva alternativa podría robarse ese puesto. LosMirumi, diseñados por profesionales japoneses y presentados en la Consumer Electronics Show (CES) deLas Vegas,Estados Unidos, sonrobots de compañíaquegeneran un vínculo con los usuariosa través derespuestas aleatorizadas y gestos únicos. Los Labubu solían adornar los bolsos deinfluencersy celebridades de distintos ámbitos. Ahora,los Mirumi se roban las miradascon un diseño llamativo de cuerpo peludo y ojos pequeños y saltones. Según su propia descripción, están diseñados para “recrear experiencias alegres de las personas”. Creado por la startup de robótica con sede en Tokio, Yukai Engineering,Mirumi destaca por las reacciones al ambiente que lo rodea, según elsitio web oficialde la compañía. Aunque a simple vista parece un simple muñeco, ofrecerespuestas naturales y realistas a los sonidosy al tacto mediante el uso combinado de sensores con un algoritmo único. El objetivo principal del muñeco esestablecer un vínculo afectivo con el usuario. Para ello, intentaimitar movimientos naturales de los humanosy así generar una “personalidad” propia. El popular muñeco posee unsensor táctil en la cabeza que detecta palmaditas, lo que provocareacciones elegidas al azar. Cuandooye un sonido o una voz,gira la cabezapara mostrar interés y curiosidad. Además, está diseñado paraenvolver sus brazos alrededor de correas y postes, lo que aumenta el efecto de la “realidad” de su funcionamiento. Entre los movimientos que dispone, la compañía resalta: En cuanto a la tecnología, la compañía señaló queMirumi “siente” a través de un sensor táctil en su cabezay“oye” a través de dos sensores de sonidoen su cuerpo. Estas señales pasana través de un chip IC a bordo, lo que le permite generarinnumerables reacciones naturales. Para funcionar durante el día, se recarga con cargadores de cable USB tipo C. El producto, presentado en laCESde 2025,se comercializará en tres colores: rosa, marfil y gris, según campañas de financiamiento colectivo comoKickstarter.",LA NACION,La Nacion
